ID,Description
701,Virtual enterprise design with BDI agents vs. objects.
702,Discovering unexpected information from competitors' websites.
703,Muse system for diverse Named Entity Recognition.
704,Enterprise agents resolving conflicts in eBusiness.
705,Evaluate recommender algorithms for Internet information broker.
706,History and techniques of information visualization.
707,Self-supervised learning for visual tracking and recognition.
708,Ambient displays connecting people with digital information.
709,User Interface Design Requirements for Social Computing.
710,Machine learning text understanding system for domains.
711,Caching search engine results for efficiency.
712,Tableau-based proof method for temporal logics.
713,Bridge-playing program approaches human expert level.
714,Active learning reduces annotation effort in NLP.
715,Logic for NLU and CSR in SNePS.
716,Normative reasoning in diagnosis and decision-making.
717,Agent-based system for agile BPM.
718,Real-time error in location modeling.
719,Learning and recognizing face space methodology.
720,Comparison of modal language with extensional counterpart.
721,Overview of web mining in soft computing.
722,Robot navigation with active perception and mapping.
723,Regularizing AdaBoost for soft margin classification.
724,Accuracy not suitable for comparing induction algorithms.
725,Integrates peer-to-peer networking in AgentScape framework.
726,Real-time scheduling experiments with agent actions.
727,Real-time ASL recognition with video HMMs.
728,Conceptual annotation for web-based information retrieval.
729,Enhancing cross-cultural communication with large screens.
730,Active Disk Decision Support Algorithm Performance Evaluation.
731,Temporal query operators for XML databases.
732,Document clustering with word clusters for performance.
733,Algebraic models for contextual nets with token philosophy.
734,Ejection chain approach for generalized assignment problem.
735,Mapping decision trees to neural networks.
736,Automated topographic object reconstruction from aerial images.
737,Web document classification using hyperlinks and semantics.
738,Predicting mobile robot behavior using causal model.
739,Comparison of AdaBoost and Rocchio for text filtering.
740,Collaborative platform for flexible agent-based data structures.
741,Efficient PDA web form entry optimization.
742,Enhancing web resource exploration and organization.
743,Counterexample method for inductive conjectures.
744,Recidivism prediction using machine learning with ROC analysis.
745,Decision tree induction with RELIEFF algorithm.
746,Enhancing mobile user interaction with situated computing.
747,Robust face recognition using SFS method.
748,Robotic systems adaptation in adversarial environments.
749,Automated state abstraction for hierarchical learning.
750,Behavior-based position selection for simulated soccer agents.
751,Supervised WSD algorithms portability and tuning.
752,Web app for parallel data processing.
753,Web-based voicemail interface improving user experience.
754,Efficient management of views in XML repository.
755,Agent-based approach inspired by wasp colonies.
756,Algebraic Topology for Analogy Solving in Knowledge Representation.
757,Social skill development in humanoid robot through imitation.
758,Individual vs. Collective Action in Multi-Agent Learning.
759,Web-based knowledge extraction for improved retrieval.
760,Personalized news service with user modeling.
761,Semantics and language for complex object databases.
762,Transforms interaction with wearable public display.
763,Data integration services for efficient retrieval.
764,ROL2: Real Deductive Object-Oriented Database Language.
765,Vision-based interaction replacing traditional input devices.
766,Adaptive hypermedia for diverse user needs.
767,Autonomous robot with symbol recognition and emotion.
768,Concurrency control for broadcast environments with update consistency.
769,Ensemble learning for network intrusion detection.
770,Testing multi-agent systems in dynamic virtual environments.
771,Intelligent tutoring in distance learning with multi-agents.
772,Crowd guidance with rule-based behavior system.
