ID,Description
628667,Generalizing TD learning in reinforcement algorithms.
628668,Reactive critic for adaptive control strategies.
102061,Simulating QDS is PSPACE-complete.
430574,Resonance analysis with aperiodic forces.
1107808,Activity influences synaptic competition at neuromuscular junction.
1110028,Learning functions using group representations efficiently.
45052,Accounting for model uncertainty using Bayesian.
89335,Refining knowledge-based systems through explanation.
252715,Supports AI education with interactive programs.
4983,Jet engine exhaust nozzle design tool.
646837,Evolutionary heuristic for minimum vertex cover.
1139009,Generalization challenges perceptual learning theories.
252725,Learning evolving concepts with partial-memory approach.
593544,Evolutionary synthesis of machine-language iteration.
299195,Neural networks and temporal difference in gaming.
593559,Interactive genetic programming for music generation.
1108570,Bayesian feature induction for temporal classification.
272345,Case-based query answering in two applications.
593560,Automated fitness raters for music generation.
70520,Local trajectory optimizers improve global optimization.
131122,Sequential learning method for knowledge transfer.
8591,Increase parallelism by relaxing control flow.
217852,Improving efficiency and accuracy of logic programs.
264347,Online regression with multidimensional outputs.
7867,Legacy programs re-engineered for automated design optimization.
27612,Sample complexity of weak learning algorithms.
1152917,EM algorithm convergence analysis for mixture.
28359,Reinforcement learning algorithm using Boolean formulae search.
103528,Integrated diagnostic system with advanced reasoning.
46500,Boolean network algorithms for image recognition.
27631,Memory-based learning for robot juggling task.
289779,Improved genetic algorithms for efficient design optimization.
103537,Extract structures from continuous variables using density.
633081,Minimax risk estimation in lp-balls.
255628,Efficient visual search using attention mechanism.
397590,Algorithm for inducing recursive clauses.
1129610,Studying coevolving behavior in pursuit game.
50980,Parametric design problem solving through models.
28385,Improving network routing efficiency through reinforcement learning.
427606,Modular neural networks inspired by biology.
616336,Instruction scheduling using finite state automata.
1120252,Variable selection method using lasso for Cox.
1152958,Reflective neural network for reliability and flexibility.
1152959,Reject incorrect answers in neural network.
1385,Reinforcement learning for complex coordinated control.
254923,Genetic algorithm prototype learner for classification.
34961,Refining rule-bases using neural networks.
46547,Improving decision tree predictive accuracy with attributes.
13136,Perceptual learning in vernier hyperacuity using networks.
1131137,Comparison of simple and complex models.
233106,Egocentric spatial representation in early vision.
561613,Statistical analysis of hospital quality monitors.
1131149,Equivalence of adaptive ridge and lasso.
1104258,Regression with input-dependent noise using Gaussian processes.
1152991,Importance sampling for isolated modes in Markov chains.
447250,Introduction to RBF networks for learning.
115188,Inversion methods for connectionist networks.
102879,Continuous rate changes learning algorithms.
1131150,Adaptive penalization algorithm with automatic tuning.
56708,Control real robot using distributed classifier systems.
1128943,Interaction between Crossover Operator and Tree Depth.
134060,Reinforcement learning model with expected mistake bound.
102884,Robust trainability of single neurons.
1131163,Protein sequence classification based on similarity.
4274,Update diagnostic knowledge base using strategies.
1131172,Metropolis algorithm behavior in high dimensions.
767763,Probabilistic error bounds for partition-based classifiers.
152226,Infer regular grammar efficiently with algorithm.
152227,Learning DFA efficiently from simple examples.
626530,Belief maintenance with probabilistic logic.
626531,Predicting glucose levels in diabetic patients.
1131180,Metropolis chain convergence in finite state.
1130454,Probabilistic reasoning with incomplete information.
1131184,Learning parsing with Simple Synchrony Networks.
1128974,Evolutionary method finds neural network building-blocks.
1128975,Correlation between task difficulty and performance.
1128977,Improving efficiency of Genetic Programming evaluations.
1128978,Adverse interaction with tree depth restriction.
117328,Capture design rationale in device functions.
24043,Face detection system outperforms state-of-the-art methods.
